OBJECTID,NAME,PYNAME,MAPID,ID,KIND,SNODE_ID,ENODE_ID,Shape_Leng
2029,,,595641,10000009965,0242,110000028236,10000011933,0.01800211658
2030,京沪高速铁路,jhgstl,595663,10000012683,0242,10000026952,210000015174,0.00321978092
2031,,,595547,10000014167,0242,10000025278,10000016964,0.01267029218
2032,京原线,jyx,595547,10000014168,0242,210000002683,10000016964,0.05606450725
2033,,,595664,10000014176,0242,10000027991,10000016975,0.00219022382
2034,,,595664,10000014177,0242,10000022811,10000016975,0.00093361650
2035,京沪线,jhx,595652,10000026880,0242,10000012739,110000012201,0.02215138123
2036,,,605604,10000026881,0242,10000002875,110000012208,0.00787278469
2038,,,595640,10000004994,0242,10000027508,110000006010,0.01409887707
2039,京包线,jbx,605631,10000005109,0242,210000027434,10000006148,0.00659095836
2040,,,595663,10000005116,0242,10000016995,10000006161,0.00069425816
2041,京沪线,jhx,595661,10000021601,0242,10000005148,10000025807,0.00075279068
2042,京包线,jbx,595674,10000010119,0242,210000015344,10000012109,0.00121037387
2043,,,595674,10000009710,0242,110000009901,10000011637,0.05541949296
2046,,,595670,10000022902,0242,10000022774,10000027338,0.00042053918
2047,,,595664,10000005367,0242,10000029198,10000006473,0.06238481416
2048,,,595664,10000012470,0242,10000017999,10000014922,0.00440475306
2049,双丰线,sfx,595662,10000019420,0242,10000025992,10000023179,0.00062807177
2050,,,595651,10000020630,0242,10000026033,10000024644,0.00622683115
2051,,,595652,10000017046,0242,110000008096,10000020382,0.02733857962
2052,双丰线,sfx,595652,10000017047,0242,10000007692,10000020382,0.00485842148
2053,,,595641,10000004506,0242,10000015207,10000005419,0.00541310589
2054,京沪线,jhx,595661,10000021145,0242,10000009439,10000025268,0.03401075613
2055,京原线,jyx,595547,10000018475,0242,10000016964,110000022056,0.05116959534
2056,,,595651,10000021412,0242,10000023579,10000025587,0.01152921047
2057,京沪线,jhx,595651,10000021413,0242,10000001827,10000025587,0.01095278834
2058,双丰线,sfx,595663,10000023133,0242,110000000895,210000027601,0.02165890702
2059,,,595557,10000990738,0242,10000006935,10000987575,0.00014365929
2060,,,595557,10000990739,0242,10000987575,110000010427,0.03325114950
2061,,,595670,10000020394,0242,210000000201,10000024366,0.04573602672
2062,,,605634,10000023880,0242,10000001166,110000028502,0.08494363506
2063,京包线,jbx,605602,10000018887,0242,110000023470,10000022567,0.00741429315
2064,,,605602,10000018888,0242,110000019450,10000022567,0.00881822942
2065,,,595640,10000022385,0242,10000000512,10000026729,0.01024669020
2066,,,595652,10000011608,0242,10000008956,10000013856,0.00592266454
2067,双丰线,sfx,595652,10000011609,0242,10000008956,10000013856,0.00510758968
2068,京沪线,jhx,595652,10000011616,0242,10000017150,10000013864,0.00483970088
2069,,,595652,10000011617,0242,10000014127,10000013864,0.01146926520
2070,大秦线,dqx,605710,10046162208,0242,210000021787,10046160325,0.00995868934
2071,大秦线,dqx,605710,10046162209,0242,10046160325,210000006829,0.07507665203
2072,,,595650,10000008443,0242,10000008201,210000010123,0.00910350141
2073,,,595665,10000011630,0242,10000013559,10000013881,0.00650208980
2074,京包线,jbx,605630,10000011631,0242,110000027290,10000013882,0.08760629942
2075,,,605634,10000000985,0242,210000002092,10000001166,0.01636936828
2076,大秦线,dqx,605634,10000000986,0242,210000016740,10000001166,0.01376362854
2077,,,595547,10000023032,0242,10000007478,10000027480,0.00017697273
2078,,,605646,10001475801,0242,10001086580,10001472626,0.00219520718
2079,,,605646,10001475803,0242,10001472626,10001472627,0.00011209409
2080,,,605646,10001475804,0242,10001472627,10001086576,0.00186205024
2081,丰沙线,fsx,595661,10000012422,0242,10000024497,10000014862,0.00455422060
2082,,,595663,10000014193,0242,10000028429,10000016995,0.00567749551
2083,,,595663,10000014194,0242,10000019116,10000016995,0.00485095611
2084,京沪线,jhx,595642,10000016225,0242,10000009484,110000019410,0.01882171943
2085,京包线,jbx,595672,10000016239,0242,10000016573,10000019429,0.00008599491
2086,,,595642,10000023711,0242,10000002059,10000028303,0.00011043687
2087,,,605607,10000016445,0242,10000016021,10000019669,0.00011173587
2088,,,605612,10000019409,0242,10000015606,10000023162,0.00854987944
